---Item List as of 04/09/2009---
Tools: POLutils (thanks Pebbles)
Organizer: Blasingame

Notes: If you find any missing items on this list please notify dev or myself on http://www.projectxi.org/forums/.

Table of Contents:
1. General Items	[GI1]
0000454E (17742)	vorpal sword
0000454F (17743)	wightslayer
00004550 (17744)	brave blade
00004551 (17745)	Hofud
00004552 (17746)	cermet kilij
00004553 (17747)	cermet kilij +1
00004554 (17748)	ibushi shinai
00004555 (17749)	ibushi shinai +1
00004556 (17750)	anthos xiphos
00004557 (17751)	fragarach
00004559 (17753)	organics
0000455A (17754)	sylphid epee
0000455B (17755)	beast slayer
0000455C (17756)	sinfender
0000455D (17757)	merveilleuse
0000455E (17758)	ruler
0000455F (17759)	koggelmander
00004560 (17760)	buccaneer's scimitar
00004568 (17768)	yoto +1
00004569 (17769)	kororito +1
0000456A (17770)	mamushito +1
0000456B (17771)	Anju
0000456C (17772)	Zushio
0000456D (17773)	kodachi of trials
0000456E (17774)	shiranui
0000456F (17775)	fukuro
00004570 (17776)	hibari
00004571 (17777)	hibari +1
00004572 (17778)	muketsu
00004573 (17779)	muketsu +1
00004574 (17780)	kyofu
00004575 (17781)	kyofu +1
00004576 (17782)	reppu
00004577 (17783)	reppu +1
00004578 (17784)	keppu
00004579 (17785)	keppu +1
0000457A (17786)	ganko
0000457B (17787)	ohaguro
0000457C (17788)	sairen
0000457D (17789)	unsho
0000457E (17790)	unji
0000457F (17791)	rai kunimitsu
00004580 (17792)	nikkariaoe
00004581 (17793)	senjuinrikio
00004582 (17794)	niokiyotsuna
00004583 (17795)	sai
00004584 (17796)	sai +1
00004585 (17797)	seito
00004586 (17798)	shamo
00004587 (17799)	imanotsurugi
00004588 (17800)	hosodachi +1
0000458A (17802)	kiku-ichimonji
0000458B (17803)	zanbato +1
0000458C (17804)	ushikirimaru
0000458D (17805)	kazaridachi +1
0000458F (17807)	Gold Musketeer's uchigatana
00004591 (17809)	mumeito
00004592 (17810)	futsuno mitama
00004593 (17811)	katayama ichimonji
00004594 (17812)	Magoroku
00004595 (17813)	soboro sukehiro
00004596 (17814)	raikiri
00004597 (17815)	tachi of trials
00004598 (17816)	kotetsu +1
00004599 (17817)	shinkotetsu
0000459A (17818)	kanesada +1
0000459B (17819)	shinkanesada
0000459C (17820)	gunromaru
0000459D (17821)	kagehide
0000459E (17822)	omokage
0000459F (17823)	shinsoku
000045A0 (17824)	nukemaru
000045A1 (17825)	honebami
000045A2 (17826)	messhikimaru
000045A3 (17827)	michishiba-no-tsuyu
000045A4 (17828)	koen
000045A5 (17829)	hagun
000045A6 (17830)	wooden katana
000045A7 (17831)	hardwood katana
000045A8 (17832)	shofar +1
000045A9 (17833)	ebony harp +1
000045AA (17834)	mythic harp +1
000045AB (17835)	San d'Orian horn
000045AC (17836)	Kingdom horn
000045AD (17837)	Cythara Anglica +1
000045AE (17838)	harlequin's horn
000045AF (17839)	military harp
000045B0 (17840)	angel lyre
000045B1 (17841)	nursemaid's harp
000045B2 (17842)	sorrowful harp
000045B3 (17843)	oliphant
000045B4 (17844)	flute +2
000045B5 (17845)	traversiere +2
000045B6 (17846)	cornette +2
000045B7 (17847)	crumhorn +2
000045B8 (17848)	ebony harp +2
000045B9 (17849)	hellish bugle
000045BA (17850)	hellish bugle +1
000045BB (17851)	storm fife
000045BC (17852)	requiem flute
000045BD (17853)	Iron Ram horn
000045C1 (17857)	animator +1
000045C2 (17858)	turbo animator
000045C3 (17859)	animator
000045C4 (17860)	jug of carrot broth
000045C5 (17861)	jug of famous carrot broth
000045C6 (17862)	jug of bug broth
000045C7 (17863)	jug of Quadav bug broth
000045C8 (17864)	jug of herbal broth
000045C9 (17865)	jug of singing herbal broth
000045CA (17866)	jug of carrion broth
000045CB (17867)	jug of cold carrion broth
000045CC (17868)	jug of humus
000045CD (17869)	jug of rich humus
000045CE (17870)	jug of meat broth
000045CF (17871)	jug of warm meat broth
000045D0 (17872)	jug of tree sap
000045D1 (17873)	jug of scarlet sap
000045D2 (17874)	jug of brain broth
000045D3 (17875)	jug of cunning brain broth
000045D4 (17876)	jug of fish broth
000045D5 (17877)	jug of fish oil broth
000045D6 (17878)	jug of lucky carrot broth
000045D7 (17879)	jug of foul blood broth
000045D8 (17880)	jug of seedbed soil
000045DA (17882)	jug of alchemist's water
000045DB (17883)	jug of mellow bird broth
000045DC (17884)	jug of sun water
000045DD (17885)	jug of grasshopper broth
000045DE (17886)	jug of noisy grasshopper broth
000045DF (17887)	jug of mole broth
000045E0 (17888)	jug of lively mole broth
000045E1 (17889)	jug of blood broth
000045E2 (17890)	jug of clear blood broth
000045E3 (17891)	jug of antica broth
000045E4 (17892)	jug of fragrant antica broth
00004604 (17924)	tungi
00004605 (17925)	fransisca
00004606 (17926)	acha d'armas
00004607 (17927)	lohar
00004608 (17928)	Juggernaut
00004609 (17929)	Bastokan axe
0000460A (17930)	Republic axe
0000460B (17931)	Combat Caster's axe +1
0000460C (17932)	Combat Caster's axe +2
0000460D (17933)	pick of trials
0000460E (17934)	Reserve Captain's pick
0000460F (17935)	tabarzin +1
00004610 (17936)	De Saintre's axe
00004611 (17937)	leopard axe
00004612 (17938)	Woodville's axe
00004613 (17939)	kriegsbeil
00004614 (17940)	military pick
00004615 (17941)	mighty pick
00004616 (17942)	tomahawk
00004617 (17943)	tomahawk +1
00004618 (17944)	retributor
00004619 (17945)	martial axe
0000461A (17946)	maneater
0000461B (17947)	garde pick
0000461C (17948)	temperance axe
0000461D (17949)	furnace tabarzin
0000461E (17950)	marid ancus
0000461F (17951)	storm tabar
00004620 (17952)	sirius axe
00004621 (17953)	Zoraal Ja's axe
00004622 (17954)	jolt axe
00004623 (17955)	plain pick
00004624 (17956)	double axe
00004625 (17957)	navy axe
00004626 (17958)	Iron Ram pick
00004627 (17959)	viperine pick
00004628 (17960)	labrys
00004629 (17961)	lion tamer
0000462A (17962)	fleetwing
0000462B (17963)	rainmaker
0000462C (17964)	barkborer
0000462D (17965)	sirocco axe
00004634 (17972)	San d'Orian dagger
00004635 (17973)	Kingdom dagger
00004636 (17974)	Bastokan dagger
00004637 (17975)	Republic dagger
00004638 (17976)	Windurstian knife
00004639 (17977)	Federation knife
0000463A (17978)	Windurstian kukri
0000463B (17979)	Federation kukri
0000463C (17980)	hornetneedle
0000463D (17981)	bano del sol
0000463E (17982)	kard
0000463F (17983)	valiant knife
00004640 (17984)	spark dagger
00004641 (17985)	spark dagger +1
00004642 (17986)	spark baselard
00004643 (17987)	spark baselard +1
00004644 (17988)	spark kris
00004645 (17989)	spark kris +1
00004646 (17990)	Combat Caster's dagger +1
00004647 (17991)	Combat Caster's dagger +2
00004648 (17992)	Triton's dagger
00004649 (17993)	platoon dagger
0000464A (17994)	Calveley's dagger
0000464B (17995)	Jongleur's dagger
0000464C (17996)	stylet
0000464D (17997)	argent dagger
0000464E (17998)	thanatos baselard
0000464F (17999)	Taillefer's dagger
00004650 (18000)	mighty knife
00004651 (18001)	harpe
00004652 (18002)	Perseus's harpe
00004653 (18003)	swordbreaker
00004654 (18004)	trailer's kukri
00004655 (18005)	heart snatcher
00004656 (18006)	Hoplites harpe
00004657 (18007)	chiroptera dagger
00004658 (18008)	hushed dagger
00004659 (18009)	martial knife
0000465A (18010)	melt dagger
0000465B (18011)	melt knife
0000465C (18012)	melt baselard
0000465D (18013)	melt kukri
0000465E (18014)	odorous knife
0000465F (18015)	blau dolch
00004660 (18016)	odorous knife +1
00004661 (18017)	assassin's jambiya
00004662 (18018)	sirocco kukri
00004663 (18019)	X's knife
00004664 (18020)	mercurial kris
00004665 (18021)	Titan's baselarde
00004666 (18022)	adaman kris +1
00004667 (18023)	jambiya
00004668 (18024)	jambiya +1
00004669 (18025)	khanjar
0000466A (18026)	magnet knife
0000466B (18027)	palladium dagger
0000466C (18028)	matron's knife
0000466D (18029)	piercing dagger
0000466E (18030)	khimaira jambiya
0000466F (18031)	amir jambiya
00004670 (18032)	adder jambiya
00004671 (18033)	adder jambiya +1
00004672 (18034)	dancing dagger
00004673 (18035)	deathbone knife
00004674 (18036)	Windurstian scythe
00004675 (18037)	Federation scythe
00004676 (18038)	Bastokan scythe
00004677 (18039)	Republic scythe
00004678 (18040)	webcutter
00004679 (18041)	A l'Outrance
0000467A (18042)	Ascention
0000467B (18043)	Suzaku's scythe
0000467C (18044)	scarecrow scythe
0000467D (18045)	platoon zaghnal
0000467E (18046)	mutilator
0000467F (18047)	havoc scythe
00004680 (18048)	king maker
00004681 (18049)	mighty zaghnal
00004682 (18050)	mandibular sickle
00004683 (18051)	antlion sickle
00004684 (18052)	tredecim scythe
00004685 (18053)	gravedigger
00004686 (18054)	ivory sickle
00004687 (18055)	ivory sickle +1
00004688 (18056)	martial scythe
00004689 (18057)	Y's scythe
0000468A (18058)	orichalcum scythe
0000468B (18059)	Triton's scythe
0000468C (18060)	blizzard scythe
0000468D (18061)	Bahamut's zaghnal
0000468E (18062)	lucent scythe
0000468F (18063)	Garuda's sickle
00004690 (18064)	volunteer's scythe
00004691 (18065)	storm zaghnal
00004692 (18066)	blackjack
00004693 (18067)	keen zaghnal
00004694 (18068)	San d'Orian spear
00004695 (18069)	Kingdom spear
00004696 (18070)	San d'Orian halberd
00004697 (18071)	Kingdom halberd
00004698 (18072)	Royal Knight Army lance +1
00004699 (18073)	Royal Knight Army lance +2
0000469A (18074)	Iron Ram lance
0000469B (18075)	rossignol
0000469C (18076)	spark spear
0000469D (18077)	spark spear +1
0000469E (18078)	spark lance
0000469F (18079)	spark lance +1
000046A0 (18080)	spark fork
000046A1 (18081)	spark fork +1
000046A2 (18082)	barchha
000046A3 (18083)	barchha +1
000046A4 (18084)	rune halberd
000046A5 (18085)	platoon lance
000046A6 (18086)	behourd lance
000046A7 (18087)	schwarz lance
000046A8 (18088)	dreizack
000046A9 (18089)	schiltron spear
000046AA (18090)	military spear
000046AB (18091)	mighty lance
000046AC (18092)	bourdonasse
000046AD (18093)	couse
000046AE (18094)	couse +1
000046AF (18095)	Dispel couse
000046B0 (18096)	heavy lance
000046B1 (18097)	gondo-shizunori
000046B2 (18098)	martial lance
000046B3 (18099)	stone-splitter
000046B4 (18100)	love halberd
000046B5 (18101)	Z's trident
000046B6 (18102)	pitchfork
000046B7 (18103)	pitchfork +1
000046B8 (18104)	fuscina
000046B9 (18105)	orichalcum lance
000046BA (18106)	Triton's lance
000046BB (18107)	ponderous lance
000046BC (18108)	lucent lance
000046BD (18109)	Leviathan's couse
000046BE (18110)	mezraq
000046BF (18111)	mezraq +1
000046C0 (18112)	puk lance
000046C1 (18113)	Imperial neza
000046C2 (18114)	tournament lance
000046C3 (18115)	engetsuto
000046C4 (18116)	engetsuto +1
000046C5 (18117)	gimlet spear
000046C6 (18118)	dark mezraq
000046C7 (18119)	dark mezraq +1
000046C8 (18120)	radiant lance
000046C9 (18121)	valkyrie's fork
000046CA (18122)	broach lance
000046CB (18123)	thalassocrat
000046CC (18124)	thalassocrat +1
000046CD (18125)	cletine
000046CE (18126)	tomoe
000046CF (18127)	Achilles' spear
000046D0 (18128)	skystrider
000046D1 (18129)	dabo
000046D2 (18130)	dabo +1
000046D3 (18131)	zaide
000046D4 (18132)	Combat Caster's boomerang +1
000046D5 (18133)	Combat Caster's boomerang +2
000046D6 (18134)	Junior Musketeer's chakram +1
000046D7 (18135)	Junior Musketeer's chakram +2
000046D8 (18136)	morion tathlum
000046D9 (18137)	holy ampulla
000046DA (18138)	bailathorn
000046DB (18139)	bomb core
000046DC (18140)	phantom tathlum
000046DD (18141)	ungur boomerang
000046DE (18142)	shigeto bow
000046DF (18143)	shigeto bow +1
000046E0 (18144)	bow of trials
000046E1 (18145)	Master Caster's bow
000046E2 (18146)	gun of trials
000046E3 (18147)	culverin +1
000046E4 (18148)	acid bolt
000046E5 (18149)	sleep bolt
000046E6 (18150)	blind bolt
000046E7 (18151)	bloody bolt
000046E8 (18152)	venom bolt
000046E9 (18153)	holy bolt
000046EA (18154)	beetle arrow
000046EB (18155)	scorpion arrow
000046EC (18156)	horn arrow
000046ED (18157)	poison arrow
000046EE (18158)	sleep arrow
000046EF (18159)	demon arrow
000046F0 (18160)	spartan bullet
000046F1 (18161)	arctic wind
000046F2 (18162)	east wind
000046F3 (18163)	zephyr
000046F4 (18164)	antarctic wind
000046F5 (18165)	Fenrir's stone
000046F6 (18166)	happy egg
000046F7 (18167)	fortune egg
000046F8 (18168)	imperial egg
000046F9 (18169)	tsar's egg
000046FA (18170)	platoon edge
000046FB (18171)	platoon disc
000046FC (18172)	light boomerang
000046FD (18173)	nokizaru shuriken
000046FE (18174)	mantra coin
000046FF (18175)	optical needle
00004700 (18176)	nazar bonjuk
00004701 (18177)	kakanpu
00004702 (18178)	Bodkin arrow
00004704 (18180)	Goblin grenade
00004705 (18181)	crude arrow
00004706 (18182)	crude arrow +1
00004707 (18183)	crude arrow +2
00004708 (18184)	crude arrow +3
00004709 (18185)	crude arrow +4
0000470A (18186)	crude arrow +5
0000470B (18187)	crude arrow +6
0000470C (18188)	crude arrow +7
0000470D (18189)	dogbolt
0000470E (18190)	dogbolt +1
0000470F (18191)	dogbolt +2
00004710 (18192)	dogbolt +3
00004711 (18193)	dogbolt +4
00004712 (18194)	dogbolt +5
00004713 (18195)	antique bullet
00004714 (18196)	Senior Gold Musketeer's axe
00004715 (18197)	bhuj +1
00004716 (18198)	Byakko's axe
00004717 (18199)	ulfhedinn axe
00004718 (18200)	hydro axe
00004719 (18201)	hydro axe +1
0000471A (18202)	hydro cutter
0000471B (18203)	hydro cutter +1
0000471C (18204)	hydro chopper
0000471D (18205)	hydro chopper +1
0000471E (18206)	rune chopper
0000471F (18207)	kheten
00004720 (18208)	kheten +1
00004721 (18209)	platoon cutter
00004722 (18210)	raifu
00004723 (18211)	Gawain's axe
00004724 (18212)	military axe
00004725 (18213)	mighty axe
00004726 (18214)	voulge
00004727 (18215)	voulge +1
00004728 (18216)	twicer
00004729 (18217)	rampager
0000472A (18218)	leucos voulge
0000472B (18219)	leucos voulge +1
0000472C (18220)	prominence axe
0000472D (18221)	martial bhuj
0000472E (18222)	fortitude axe
0000472F (18223)	toporok
00004730 (18224)	toporok +1
00004731 (18225)	blizzard toporok
00004732 (18226)	darksteel voulge
00004733 (18227)	darksteel voulge +1
00004734 (18228)	battery
00004735 (18229)	kilo battery
00004736 (18230)	mega battery
00004737 (18231)	death chakram
00004738 (18232)	hydro pump
00004739 (18233)	kilo pump
0000473A (18234)	mega pump
0000473B (18235)	corsair bullet
0000473C (18236)	wind fan
0000473D (18237)	kilo fan
0000473E (18238)	mega fan
0000473F (18239)	healing feather
00004740 (18240)	spirit lantern
00004741 (18241)	vial of Refresh musk
00004742 (18242)	bag of wyvern feed
00004743 (18243)	astral pot
00004744 (18244)	virtue stone
00004745 (18245)	aureole
00004746 (18246)	rogetsurin
00004747 (18247)	balm sachet
00004748 (18248)	millefleurs sachet
00004749 (18249)	olibanum sachet
0000474A (18250)	attar sachet
0000474B (18251)	sweet sachet
0000474C (18252)	civet sachet
0000474D (18253)	musk sachet
0000474E (18254)	tiphia sting
0000474F (18255)	heavy shell
00004750 (18256)	Orphic egg
00004751 (18257)	Bibiki seashell
00004752 (18258)	throwing tomahawk
00004753 (18259)	angon
00004754 (18260)	relic knuckles
00004755 (18261)	militant knuckles
00004756 (18262)	Dynamis knuckles
00004757 (18263)	caestus
00004758 (18264)	Spharai
0000475A (18266)	relic dagger
0000475B (18267)	malefic dagger
0000475C (18268)	Dynamis dagger
0000475D (18269)	batardeau
0000475E (18270)	Mandau
00004760 (18272)	relic sword
00004761 (18273)	glyptic sword
00004762 (18274)	Dynamis sword
00004763 (18275)	Caliburn
00004764 (18276)	Excalibur
00004766 (18278)	relic blade
00004767 (18279)	gilded blade
00004768 (18280)	Dynamis blade
00004769 (18281)	Valhalla
0000476A (18282)	Ragnarok
0000476C (18284)	relic axe
0000476D (18285)	leonine axe
0000476E (18286)	Dynamis axe
0000476F (18287)	ogre killer
00004770 (18288)	Guttler
00004772 (18290)	relic bhuj
00004773 (18291)	agonal bhuj
00004774 (18292)	Dynamis bhuj
00004775 (18293)	Abaddon Killer
00004776 (18294)	Bravura
00004778 (18296)	relic lance
00004779 (18297)	hotspur lance
0000477A (18298)	Dynamis lance
0000477B (18299)	Gae Assail
0000477C (18300)	Gungnir
0000477E (18302)	relic scythe
0000477F (18303)	memento scythe
00004780 (18304)	Dynamis scythe
00004781 (18305)	bec de faucon
00004782 (18306)	Apocalypse
00004784 (18308)	ihintanto
00004785 (18309)	mimizuku
00004786 (18310)	rogetsu
00004787 (18311)	Yoshimitsu
00004788 (18312)	Kikoku
0000478A (18314)	ito
0000478B (18315)	hayatemaru
0000478C (18316)	oboromaru
0000478D (18317)	Totsukanotsurugi
0000478E (18318)	Amanomurakumo
00004790 (18320)	relic maul
00004791 (18321)	battering maul
00004792 (18322)	Dynamis maul
00004793 (18323)	Gullintani
00004794 (18324)	Mjollnir
00004796 (18326)	relic staff
00004797 (18327)	sage's staff
00004798 (18328)	Dynamis staff
00004799 (18329)	Thyrus
0000479A (18330)	Claustrum
0000479C (18332)	relic gun
0000479D (18333)	marksman gun
0000479E (18334)	Dynamis gun
0000479F (18335)	Ferdinand
000047A0 (18336)	Annihilator
000047A2 (18338)	relic horn
000047A3 (18339)	pyrrhic horn
000047A4 (18340)	Dynamis horn
000047A5 (18341)	millennium horn
000047A6 (18342)	Gjallarhorn
000047A8 (18344)	relic bow
000047A9 (18345)	wolver bow
000047AA (18346)	Dynamis bow
000047AB (18347)	Futatokoroto
000047AC (18348)	Yoichinoyumi
000047AE (18350)	tourney patas
000047AF (18351)	meteor cesti
000047B0 (18352)	mighty patas
000047B1 (18353)	adargas
000047B2 (18354)	adargas +1
000047B3 (18355)	hushed baghnakhs
000047B4 (18356)	martial knuckles
000047B5 (18357)	melt claws
000047B6 (18358)	wagh baghnakhs
000047B7 (18359)	boreas cesti
000047B8 (18360)	faith baghnakhs
000047B9 (18361)	ponderous manoples
000047BA (18362)	sainti
000047BB (18363)	sainti +1
000047BC (18364)	pahluwan katars
000047BD (18365)	pahluwan patas
000047BE (18366)	gust claymore
000047BF (18367)	gust claymore +1
000047C0 (18368)	gust sword
000047C1 (18369)	gust sword +1
000047C2 (18370)	gust tongue
000047C3 (18371)	gust tongue +1
000047C4 (18372)	Balan's sword
000047C5 (18373)	Balin's sword
000047C6 (18374)	mighty sword
000047C7 (18375)	falx
000047C8 (18376)	falx +1
000047C9 (18377)	mercurial sword
000047CA (18378)	subduer
000047CB (18379)	vulcan claymore
